Max_achat;Date;CODE;  desc;Nom du demandeur;Resposable;Type;Description;fournisseur;Quantité; P.U ;Montant;service;Agence;observation;FA N°;Colonne1
45973Prod0040;12/11/2025;Prod0040;Sécurisation et gardienage;MARIA;NONLA;Prestation;0;SSSM;1;47 514 960,00;47 514 960,00;DAMG;Siège;Sécurité et Gardiennage des sites d'exploitation et des hors d'exploitation pour le mois de Nov 25;60664/A;
45951Prod0040;21/10/2025;Prod0040;Sécurisation et gardienage;MARIA;NONLA;Prestation;0;SSSM;1;5 825 280,00;5 825 280,00;DAMG;Siège;Renforcement sécurité des mandataires et du personnel expatrié du 16/10 au 31/10/2025;60593/A;
45933Prod0040;03/10/2025;Prod0040;Sécurisation et gardienage;MARIA;NONLA;Prestation;0;SSSM;1;1 200 000,00;1 200 000,00;DAMG;Siège;Renfort de sécurité par les éléments des forces de l'ordre pour la journée du 25/09/2025;60311/A;
45933Prod0040;03/10/2025;Prod0040;Sécurisation et gardienage;MARIA;NONLA;Prestation;0;SSSM;1;48 060 960,00;48 060 960,00;DAMG;Siège;Sécurité et Gardiennage des sites d'exploitation et des hors d'exploitation pour le mois de Oct25;60313/A;
45933Prod0040;03/10/2025;Prod0040;Sécurisation et gardienage;MARIA;NONLA;Prestation;0;SSSM;1;40 169 424,00;40 169 424,00;DAMG;Siège;Sécurité et Gardiennage des sites d'exploitation et des hors d'exploitation pour le mois de Aout25;59736/A;
45849Prod0040;11/07/2025;Prod0040;Sécurisation et gardienage;MARIA;NONLA;Prestation;0;SSSM;1;39 736 080,00;39 736 080,00;DAMG;Siège;Sécurité et Gardiennage des sites d'exploitation et des hors d'exploitation pour le mois de Juillet25;59455/A;
45908Prod0040;08/09/2025;Prod0040;Sécurisation et gardienage;MARIA;NONLA;Prestation;0;SSSM;1;40 590 674,00;40 590 674,00;DAMG;Siège;Sécurité et Gardiennage des sites d'exploitation et des hors d'exploitation pour le mois de Septt25;60017/A;
45839prod0111;01/07/2025;prod0111;Prestation hotesse;CATHY;CATHY;prestation;0;ADQUOI;1;2 500 000,00;2 500 000,00;DMC;Siège;Prestation hotesse lors de l'événement ITM 2025;364R;
45845FNR0052;07/07/2025;FNR0052;Ficèle à attache briques;SUZY;NONLA;Consommable;0;ADS;30;31 680,00;950 400,00;DAMG;Siège;Stock attache brique;AFG20250707;
45845FNR0053;07/07/2025;FNR0053;Ficèle attache ganse;SUZY;NONLA;Consommable;0;ADS;15;31 680,00;475 200,00;DAMG;Siège;Stock attache brique;AFG20250707;
45775Prod0085;28/04/2025;Prod0085;frais de participation salon;DG Ina;DG Ina;Prestation;0;AFRICA CEO FORUM;1;12 438 400,00;12 438 400,00;DMC;Siège;Frais de participation de DG Ina au CEO Forum du 12 au 13 mai 2025 à Abidjan;PR25001160;
45898Prod0038;29/08/2025;Prod0038;Envoi courrier et colis ;SUZY;NONLA;Prestation;0;AGENCE TAFITA;1;934 000,00;934 000,00;DAMG;Siège;prestation dispatch courrier pour lancement Mining Desk AFG bank;;
45887Prod0038;18/08/2025;Prod0038;Envoi courrier et colis ;SUZY;NONLA;Prestation;0;AGENCE TAFITA;1;90 000,00;90 000,00;DAMG;Siège;prestation dispatch courrier pour lancement Mining Desk AFG bank;;
45933Prod0038;03/10/2025;Prod0038;Envoi courrier et colis ;SUZY;NONLA;Prestation;0;AGENCE TAFITA;1;200 000,00;200 000,00;DAMG;Siège;location voiture transport staff pour baskey CSW2025;25;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
